cik,name,ticker,exchange
1592386,"Virtu Financial, Inc.",VIRT,Nasdaq
1625297,INDIVIOR PLC,INDV,Nasdaq
1685040,"Brighthouse Financial, Inc.",BHF,Nasdaq
101382,UMB FINANCIAL CORP,UMBF,Nasdaq
1084048,"ZIFF DAVIS, INC.",ZD,Nasdaq
1469367,Sunrun Inc.,RUN,Nasdaq
1714899,Denali Therapeutics Inc.,DNLI,Nasdaq
785956,J&J SNACK FOODS CORP,JJSF,Nasdaq
897723,SANMINA CORP,SANM,Nasdaq
1088856,CORCEPT THERAPEUTICS INC,CORT,Nasdaq
1595761,WEIBO Corp,WB,Nasdaq
1742692,InMode Ltd.,INMD,Nasdaq
1522540,"Marqeta, Inc.",MQ,Nasdaq
1495932,"EXP World Holdings, Inc.",EXPI,Nasdaq
1820721,"Array Technologies, Inc.",ARRY,Nasdaq
1628171,"Revolution Medicines, Inc.",RVMD,Nasdaq
1806837,"Vertex, Inc.",VERX,Nasdaq
889900,PATTERSON UTI ENERGY INC,PTEN,Nasdaq
879407,"ARROWHEAD PHARMACEUTICALS, INC.",ARWR,Nasdaq
1666134,"BLACKLINE, INC.",BL,Nasdaq
1169561,COMMVAULT SYSTEMS INC,CVLT,Nasdaq
1061983,CYTOKINETICS INC,CYTK,Nasdaq
73088,NORTHWESTERN CORP,NWE,Nasdaq
1807192,Chindata Group Holdings Ltd,CD,Nasdaq
1711279,"Krystal Biotech, Inc.",KRYS,Nasdaq
1577916,"Premier, Inc.",PINC,Nasdaq
751978,VICOR CORP,VICR,Nasdaq
780571,"ITRON, INC.",ITRI,Nasdaq
1559053,PROTHENA CORP PUBLIC LTD CO,PRTA,Nasdaq
896262,AMEDISYS INC,AMED,Nasdaq
1603756,"Axonics, Inc.",AXNX,Nasdaq
1644406,"Hostess Brands, Inc.",TWNK,Nasdaq
1104506,INSMED Inc,INSM,Nasdaq
1070081,"PTC THERAPEUTICS, INC.",PTCT,Nasdaq
1597264,Blueprint Medicines Corp,BPMC,Nasdaq
1639691,LivaNova PLC,LIVN,Nasdaq
916789,HELEN OF TROY LTD,HELE,Nasdaq
1853717,Atour Lifestyle Holdings Ltd,ATAT,Nasdaq
105132,WD 40 CO,WDFC,Nasdaq
1759655,"Privia Health Group, Inc.",PRVA,Nasdaq
921638,SSR MINING INC.,SSRM,Nasdaq
1821586,MoonLake Immunotherapeutics,MLTX,Nasdaq
1077428,TEXAS CAPITAL BANCSHARES INC/TX,TCBI,Nasdaq
1682745,VERRA MOBILITY Corp,VRRM,Nasdaq
1624794,"CSW INDUSTRIALS, INC.",CSWI,Nasdaq
1932737,"NWTN, Inc.",NWTN,Nasdaq
1580670,"LGI Homes, Inc.",LGIH,Nasdaq
351569,Ameris Bancorp,ABCB,Nasdaq
1459200,"Alarm.com Holdings, Inc.",ALRM,Nasdaq
886977,METHANEX CORP,MEOH,Nasdaq
1845257,"LifeStance Health Group, Inc.",LFST,Nasdaq
315709,INTERNATIONAL BANCSHARES CORP,IBOC,Nasdaq
1560327,"Rapid7, Inc.",RPD,Nasdaq
850460,ENCORE WIRE CORP,WIRE,Nasdaq
926326,"OMNICELL, INC.",OMCL,Nasdaq
860413,FIRST INTERSTATE BANCSYSTEM INC,FIBK,Nasdaq
56978,KULICKE & SOFFA INDUSTRIES INC,KLIC,Nasdaq
1809519,"GoodRx Holdings, Inc.",GDRX,Nasdaq
1492298,"Sabra Health Care REIT, Inc.",SBRA,Nasdaq
1800667,JFrog Ltd,FROG,Nasdaq
793074,WERNER ENTERPRISES INC,WERN,Nasdaq
1280263,AMBARELLA INC,AMBA,Nasdaq
1451809,SITIME Corp,SITM,Nasdaq
1819994,"Rocket Lab USA, Inc.",RKLB,Nasdaq
1727263,"Frontdoor, Inc.",FTDR,Nasdaq
1671927,Immunocore Holdings plc,IMCR,Nasdaq
940942,"Hub Group, Inc.",HUBG,Nasdaq
1161728,MGE ENERGY INC,MGEE,Nasdaq
912958,MILLICOM INTERNATIONAL CELLULAR SA,TIGO,Nasdaq
1647639,"Upstart Holdings, Inc.",UPST,Nasdaq
785786,PLEXUS CORP,PLXS,Nasdaq
1741530,"Qifu Technology, Inc.",QFIN,Nasdaq
1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",PACB,Nasdaq
1823239,"MARAVAI LIFESCIENCES HOLDINGS, INC.",MRVI,Nasdaq
1827090,"Certara, Inc.",CERT,Nasdaq
835011,MGP INGREDIENTS INC,MGPI,Nasdaq
913241,"STEVEN MADDEN, LTD.",SHOO,Nasdaq
1054905,INNOSPEC INC.,IOSP,Nasdaq
1421876,GALAPAGOS NV,GLPG,Nasdaq
868780,"Dorman Products, Inc.",DORM,Nasdaq
1962918,"ACELYRIN, Inc.",SLRN,Nasdaq
1907085,Oddity Tech Ltd,ODD,Nasdaq
1297184,"Amphastar Pharmaceuticals, Inc.",AMPH,Nasdaq
1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,Nasdaq
901491,PAPA JOHNS INTERNATIONAL INC,PZZA,Nasdaq
876167,PROGRESS SOFTWARE CORP /MA,PRGS,Nasdaq
1811856,"View, Inc.",VIEW,Nasdaq
1764013,"Immunovant, Inc.",IMVT,Nasdaq
828944,WSFS FINANCIAL CORP,WSFS,Nasdaq
1648257,HUTCHMED (China) Ltd,HCM,Nasdaq
1601072,Atlantica Sustainable Infrastructure plc,AY,Nasdaq
1744659,"Akero Therapeutics, Inc.",AKRO,Nasdaq
861842,CATHAY GENERAL BANCORP,CATY,Nasdaq
1517375,"Sprout Social, Inc.",SPT,Nasdaq
1515673,Ultragenyx Pharmaceutical Inc.,RARE,Nasdaq
1639825,"PELOTON INTERACTIVE, INC.",PTON,Nasdaq
1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,Nasdaq
1287032,PROSPECT CAPITAL CORP,PSEC,Nasdaq
354647,CVB FINANCIAL CORP,CVBF,Nasdaq
1653653,"Red Rock Resorts, Inc.",RRR,Nasdaq
1490978,"Schrodinger, Inc.",SDGR,Nasdaq
36377,"FIRST HAWAIIAN, INC.",FHB,Nasdaq
894405,ARCBEST CORP /DE/,ARCB,Nasdaq
935036,"ACI WORLDWIDE, INC.",ACIW,Nasdaq
752714,MCGRATH RENTCORP,MGRC,Nasdaq
1368622,AeroVironment Inc,AVAV,Nasdaq
1810546,"Eastern Bankshares, Inc.",EBC,Nasdaq
776901,INDEPENDENT BANK CORP,INDB,Nasdaq
1804745,Driven Brands Holdings Inc.,DRVN,Nasdaq
278166,CAVCO INDUSTRIES INC.,CVCO,Nasdaq
1637873,ACV Auctions Inc.,ACVA,Nasdaq
1207179,GOLAR LNG LTD,GLNG,Nasdaq
1898416,Alvotech,ALVO,Nasdaq
1565687,"Intapp, Inc.",INTA,Nasdaq
1765159,Nuvei Corp,NVEI,Nasdaq
1704292,Zai Lab Ltd,ZLAB,Nasdaq
1041803,PRICESMART INC,PSMT,Nasdaq
1861560,"Nuvalent, Inc.",NUVL,Nasdaq
1958140,"Atlanta Braves Holdings, Inc.",BATRA,Nasdaq
1362004,"ICF International, Inc.",ICFI,Nasdaq
1770450,Xerox Holdings Corp,XRX,Nasdaq
1547903,"NMI Holdings, Inc.",NMIH,Nasdaq
1679363,"Morphic Holding, Inc.",MORF,Nasdaq
874238,"STERLING INFRASTRUCTURE, INC.",STRL,Nasdaq
1965040,Fortrea Holdings Inc.,FTRE,Nasdaq
1848763,ReNew Energy Global plc,RNW,Nasdaq
1039399,FORMFACTOR INC,FORM,Nasdaq
1286139,"LEGALZOOM.COM, INC.",LZ,Nasdaq
1726978,"Goosehead Insurance, Inc.",GSHD,Nasdaq
700923,MYR GROUP INC.,MYRG,Nasdaq
1275214,CALAMOS STRATEGIC TOTAL RETURN FUND,CSQ,Nasdaq
90498,SIMMONS FIRST NATIONAL CORP,SFNC,Nasdaq
16160,CAL-MAINE FOODS INC,CALM,Nasdaq
1576263,"Mirati Therapeutics, Inc.",MRTX,Nasdaq
1767258,"XPEL, Inc.",XPEL,Nasdaq
1850270,PROKIDNEY CORP.,PROK,Nasdaq
1323885,"AtriCure, Inc.",ATRC,Nasdaq
1856608,"Sovos Brands, Inc.",SOVO,Nasdaq
887733,CENTRAL GARDEN & PET CO,CENT,Nasdaq
1530238,JOYY Inc.,YY,Nasdaq
1655891,TORM plc,TRMD,Nasdaq
1546417,"Bloomin' Brands, Inc.",BLMN,Nasdaq
1828318,Enovix Corp,ENVX,Nasdaq
1582313,Xenon Pharmaceuticals Inc.,XENE,Nasdaq
912766,"LAUREATE EDUCATION, INC.",LAUR,Nasdaq
912093,VIAVI SOLUTIONS INC.,VIAV,Nasdaq
1570827,"Victory Capital Holdings, Inc.",VCTR,Nasdaq
1028918,PACIFIC PREMIER BANCORP INC,PPBI,Nasdaq
1210677,FIRST ADVANTAGE CORP,FA,Nasdaq
1857154,"Krispy Kreme, Inc.",DNUT,Nasdaq
1094831,"BGC Group, Inc.",BGC,Nasdaq
1593538,NAVIENT CORP,NAVI,Nasdaq
1758057,"Luminar Technologies, Inc./DE",LAZR,Nasdaq
1405495,"InterDigital, Inc.",IDCC,Nasdaq
700564,FULTON FINANCIAL CORP,FULT,Nasdaq
1526520,"TripAdvisor, Inc.",TRIP,Nasdaq
876883,Stagwell Inc,STGW,Nasdaq
912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,Nasdaq
1049521,MERCURY SYSTEMS INC,MRCY,Nasdaq
1842718,INTEGRAL AD SCIENCE HOLDING CORP.,IAS,Nasdaq
1526125,GDS Holdings Ltd,GDS,Nasdaq
1801169,Opendoor Technologies Inc.,OPEN,Nasdaq
1166388,VERINT SYSTEMS INC,VRNT,Nasdaq
1721947,Jamf Holding Corp.,JAMF,Nasdaq
1158463,JETBLUE AIRWAYS CORP,JBLU,Nasdaq
1167419,"Riot Platforms, Inc.",RIOT,Nasdaq
1507605,"MARATHON DIGITAL HOLDINGS, INC.",MARA,Nasdaq
1825570,Patria Investments Ltd,PAX,Nasdaq
1735707,Garrett Motion Inc.,GTX,Nasdaq
1807794,Credo Technology Group Holding Ltd,CRDO,Nasdaq
1828962,"Cricut, Inc.",CRCT,Nasdaq
1756262,"TransMedics Group, Inc.",TMDX,Nasdaq
1085869,PERFICIENT INC,PRFT,Nasdaq
1845815,Payoneer Global Inc.,PAYO,Nasdaq
1494259,"CarGurus, Inc.",CARG,Nasdaq
708955,FIRST FINANCIAL BANCORP /OH/,FFBC,Nasdaq
1830081,Rumble Inc.,RUM,Nasdaq
1858257,"AvidXchange Holdings, Inc.",AVDX,Nasdaq
1375877,Canadian Solar Inc.,CSIQ,Nasdaq
1835539,Olink Holding AB (publ),OLK,Nasdaq
1142596,NUVASIVE INC,NUVA,Nasdaq
718937,STAAR SURGICAL CO,STAA,Nasdaq
1109138,CAMTEK LTD,CAMT,Nasdaq
1078075,NETSCOUT SYSTEMS INC,NTCT,Nasdaq
913760,StoneX Group Inc.,SNEX,Nasdaq
790526,"RadNet, Inc.",RDNT,Nasdaq
1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",KTOS,Nasdaq
903129,GENTHERM Inc,THRM,Nasdaq
1809122,CureVac N.V.,CVAC,Nasdaq
730708,SEACOAST BANKING CORP OF FLORIDA,SBCF,Nasdaq
1922641,Enlight Renewable Energy Ltd.,ENLT,Nasdaq
1295401,"Bancorp, Inc.",TBBK,Nasdaq
1802665,"Harmony Biosciences Holdings, Inc.",HRMY,Nasdaq
1853145,EverCommerce Inc.,EVCM,Nasdaq
1039065,OSI SYSTEMS INC,OSIS,Nasdaq
1712184,Liberty Latin America Ltd.,LILA,Nasdaq
1386716,Star Bulk Carriers Corp.,SBLK,Nasdaq
1627475,"UPWORK, INC",UPWK,Nasdaq
1289848,Huron Consulting Group Inc.,HURN,Nasdaq
1067294,"CRACKER BARREL OLD COUNTRY STORE, INC",CBRL,Nasdaq
1309402,Green Plains Inc.,GPRE,Nasdaq
1610601,Hello Group Inc.,MOMO,Nasdaq
1723596,"Columbia Financial, Inc.",CLBK,Nasdaq
936528,WASHINGTON FEDERAL INC,WAFD,Nasdaq
1731348,"Tilray Brands, Inc.",TLRY,Nasdaq
1288469,"MAXLINEAR, INC",MXL,Nasdaq
800240,ODP Corp,ODP,Nasdaq
1329394,Silicon Motion Technology CORP,SIMO,Nasdaq
1029142,DYNAVAX TECHNOLOGIES CORP,DVAX,Nasdaq
1438133,TANDEM DIABETES CARE INC,TNDM,Nasdaq
1792849,"HighPeak Energy, Inc.",HPK,Nasdaq
1725160,"Zentalis Pharmaceuticals, Inc.",ZNTL,Nasdaq
1826470,"Petco Health & Wellness Company, Inc.",WOOF,Nasdaq
712534,FIRST MERCHANTS CORP,FRME,Nasdaq
1745999,Beam Therapeutics Inc.,BEAM,Nasdaq
1013934,"Strategic Education, Inc.",STRA,Nasdaq
1314727,Sonos Inc,SONO,Nasdaq
1822492,Hillman Solutions Corp.,HLMN,Nasdaq
793733,SKYWEST INC,SKYW,Nasdaq
76605,PATRICK INDUSTRIES INC,PATK,Nasdaq
78749,AGILYSYS INC,AGYS,Nasdaq
1083446,"Apollo Medical Holdings, Inc.",AMEH,Nasdaq
1773427,"SpringWorks Therapeutics, Inc.",SWTX,Nasdaq
1362468,Allegiant Travel CO,ALGT,Nasdaq
1384101,"VERACYTE, INC.",VCYT,Nasdaq
1868726,"OLAPLEX HOLDINGS, INC.",OLPX,Nasdaq
1564618,"Independent Bank Group, Inc.",IBTX,Nasdaq
1718227,"Construction Partners, Inc.",ROAD,Nasdaq
799167,MARTEN TRANSPORT LTD,MRTN,Nasdaq
1851194,"Ventyx Biosciences, Inc.",VTYX,Nasdaq
1077183,NEOGENOMICS INC,NEO,Nasdaq
1262976,CIMPRESS plc,CMPR,Nasdaq
1005757,CSG SYSTEMS INTERNATIONAL INC,CSGS,Nasdaq
1525769,"Dave & Buster's Entertainment, Inc.",PLAY,Nasdaq
1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,ROIC,Nasdaq
1706431,"Vir Biotechnology, Inc.",VIR,Nasdaq
21535,COHU INC,COHU,Nasdaq
1415404,EchoStar CORP,SATS,Nasdaq
1022408,EPLUS INC,PLUS,Nasdaq
1786205,"Arcellx, Inc.",ACLX,Nasdaq
1881487,ProFrac Holding Corp.,ACDC,Nasdaq
1601830,"RECURSION PHARMACEUTICALS, INC.",RXRX,Nasdaq
1597033,Sabre Corp,SABR,Nasdaq
1396814,"Pacira BioSciences, Inc.",PCRX,Nasdaq
1350653,"Alphatec Holdings, Inc.",ATEC,Nasdaq
887596,CHEESECAKE FACTORY INC,CAKE,Nasdaq
1356576,"SUPERNUS PHARMACEUTICALS, INC.",SUPN,Nasdaq
821026,"Andersons, Inc.",ANDE,Nasdaq
1690680,"NEWMARK GROUP, INC.",NMRK,Nasdaq
807882,JACK IN THE BOX INC,JACK,Nasdaq
912728,FORWARD AIR CORP,FWRD,Nasdaq
1339605,"H&E Equipment Services, Inc.",HEES,Nasdaq
715072,RENASANT CORP,RNST,Nasdaq
933036,"UPBOUND GROUP, INC.",UPBD,Nasdaq
1781755,"BRP Group, Inc.",BRP,Nasdaq
1635984,"National Western Life Group, Inc.",NWLI,Nasdaq
1576427,Criteo S.A.,CRTO,Nasdaq
1537054,Gogo Inc.,GOGO,Nasdaq
885740,SAPIENS INTERNATIONAL CORP N V,SPNS,Nasdaq
1864163,"Inter & Co, Inc.",INTR,Nasdaq
88941,SEMTECH CORP,SMTC,Nasdaq
1703057,AbCellera Biologics Inc.,ABCL,Nasdaq
1001316,"TG THERAPEUTICS, INC.",TGTX,Nasdaq
1830033,"PureCycle Technologies, Inc.",PCT,Nasdaq
50493,INGLES MARKETS INC,IMKTA,Nasdaq
203596,WESBANCO INC,WSBC,Nasdaq
1425205,"IOVANCE BIOTHERAPEUTICS, INC.",IOVA,Nasdaq
1899123,Bitdeer Technologies Group,BTDR,Nasdaq
1670076,"Frontier Group Holdings, Inc.",ULCC,Nasdaq
1369568,"CATALYST PHARMACEUTICALS, INC.",CPRX,Nasdaq
1725255,AdaptHealth Corp.,AHCO,Nasdaq
1338940,Perion Network Ltd.,PERI,Nasdaq
1866550,"Thoughtworks Holding, Inc.",TWKS,Nasdaq
894081,"Air Transport Services Group, Inc.",ATSG,Nasdaq
1710155,"National Vision Holdings, Inc.",EYE,Nasdaq
1114995,IMPINJ INC,PI,Nasdaq
1532961,"NV5 Global, Inc.",NVEE,Nasdaq
887359,Vericel Corp,VCEL,Nasdaq
1421517,"Energy Recovery, Inc.",ERII,Nasdaq
946673,BANNER CORP,BANR,Nasdaq
790359,NBT BANCORP INC,NBTB,Nasdaq
1743759,"Corsair Gaming, Inc.",CRSR,Nasdaq
1029145,Golden Ocean Group Ltd,GOGL,Nasdaq
1712189,Target Hospitality Corp.,TH,Nasdaq
1539638,"Triumph Financial, Inc.",TFIN,Nasdaq
1607939,"Udemy, Inc.",UDMY,Nasdaq
1414932,Oaktree Specialty Lending Corp,OCSL,Nasdaq
1446847,IRONWOOD PHARMACEUTICALS INC,IRWD,Nasdaq
1479290,"Revance Therapeutics, Inc.",RVNC,Nasdaq
1482981,"Vita Coco Company, Inc.",COCO,Nasdaq
1025835,ENTERPRISE FINANCIAL SERVICES CORP,EFSC,Nasdaq
1810739,"Radius Global Infrastructure, Inc.",RADI,Nasdaq
1116942,TTM TECHNOLOGIES INC,TTMI,Nasdaq
883237,"VIRTUS INVESTMENT PARTNERS, INC.",VRTS,Nasdaq
1527508,Pactiv Evergreen Inc.,PTVE,Nasdaq
1468328,Addus HomeCare Corp,ADUS,Nasdaq
36146,TRUSTMARK CORP,TRMK,Nasdaq
66382,"MILLERKNOLL, INC.",MLKN,Nasdaq
103145,VEECO INSTRUMENTS INC,VECO,Nasdaq
1854587,Cellebrite DI Ltd.,CLBT,Nasdaq
1883085,Pagaya Technologies Ltd.,PGY,Nasdaq
1439222,"AGIOS PHARMACEUTICALS, INC.",AGIO,Nasdaq
1819796,GCM Grosvenor Inc.,GCMG,Nasdaq
1471265,"Northwest Bancshares, Inc.",NWBI,Nasdaq
1275014,"Ultra Clean Holdings, Inc.",UCTT,Nasdaq
1856031,Vivid Seats Inc.,SEAT,Nasdaq
1712178,NaaS Technology Inc.,NAAS,Nasdaq
1875444,"Arhaus, Inc.",ARHS,Nasdaq
1124804,Veradigm Inc.,MDRX,Nasdaq
1464790,"B. Riley Financial, Inc.",RILY,Nasdaq
1861737,Hesai Group,HSAI,Nasdaq
1793862,Dada Nexus Ltd,DADA,Nasdaq
1607678,"Viking Therapeutics, Inc.",VKTX,Nasdaq
744218,"Celldex Therapeutics, Inc.",CLDX,Nasdaq
1529274,"ALKAMI TECHNOLOGY, INC.",ALKT,Nasdaq
1048268,"IES Holdings, Inc.",IESC,Nasdaq
1657312,Verona Pharma plc,VRNA,Nasdaq
721994,LAKELAND FINANCIAL CORP,LKFN,Nasdaq
1676725,"IDEAYA Biosciences, Inc.",IDYA,Nasdaq
1588978,PROCEPT BioRobotics Corp,PRCT,Nasdaq
1826600,"Montauk Renewables, Inc.",MNTK,Nasdaq
1013880,"TTEC Holdings, Inc.",TTEC,Nasdaq
69633,"NAPCO SECURITY TECHNOLOGIES, INC",NSSC,Nasdaq
1649904,"RHYTHM PHARMACEUTICALS, INC.",RYTM,Nasdaq
726854,CITY HOLDING CO,CHCO,Nasdaq
835324,"Stock Yards Bancorp, Inc.",SYBT,Nasdaq
1731289,Nikola Corp,NKLA,Nasdaq
810136,PHOTRONICS INC,PLAB,Nasdaq
66004,MIDDLESEX WATER CO,MSEX,Nasdaq
944809,"OPKO HEALTH, INC.",OPK,Nasdaq
1861974,ECARX Holdings Inc.,ECX,Nasdaq
1655759,"ARVINAS, INC.",ARVN,Nasdaq
899923,MYRIAD GENETICS INC,MYGN,Nasdaq
1050377,PC CONNECTION INC,CNXN,Nasdaq
945394,Service Properties Trust,SVC,Nasdaq
1326732,Xencor Inc,XNCR,Nasdaq
1658551,"Amylyx Pharmaceuticals, Inc.",AMLX,Nasdaq
1600620,Aurinia Pharmaceuticals Inc.,AUPH,Nasdaq
866729,SCHOLASTIC CORP,SCHL,Nasdaq
1771007,Afya Ltd,AFYA,Nasdaq
1645070,Sterling Check Corp.,STER,Nasdaq
1821769,Navitas Semiconductor Corp,NVTS,Nasdaq
1761312,"Palomar Holdings, Inc.",PLMR,Nasdaq
1829959,Docebo Inc.,DCBO,Nasdaq
1688757,ESTABLISHMENT LABS HOLDINGS INC.,ESTA,Nasdaq
920112,HEARTLAND FINANCIAL USA INC,HTLF,Nasdaq
1737450,Opera Ltd,OPRA,Nasdaq
899460,MANNKIND CORP,MNKD,Nasdaq
886744,GERON CORP,GERN,Nasdaq
63296,MATTHEWS INTERNATIONAL CORP,MATW,Nasdaq
867773,SUNPOWER CORP,SPWR,Nasdaq
1866692,"Amplitude, Inc.",AMPL,Nasdaq
1340122,"Calumet Specialty Products Partners, L.P.",CLMT,Nasdaq
882796,BIOCRYST PHARMACEUTICALS INC,BCRX,Nasdaq
1629019,Merchants Bancorp,MBIN,Nasdaq
1821806,"Leslie's, Inc.",LESL,Nasdaq
908315,WINMARK CORP,WINA,Nasdaq
1777921,"AvePoint, Inc.",AVPT,Nasdaq
1120914,PDF SOLUTIONS INC,PDFS,Nasdaq
907471,"PATHWARD FINANCIAL, INC.",CASH,Nasdaq
1496099,New Mountain Finance Corp,NMFC,Nasdaq
907242,MONARCH CASINO & RESORT INC,MCRI,Nasdaq
811589,FIRST BANCORP /NC/,FBNC,Nasdaq
1812364,"Relay Therapeutics, Inc.",RLAY,Nasdaq
1795589,Kingsoft Cloud Holdings Ltd,KC,Nasdaq
1453015,Ballard Power Systems Inc.,BLDP,Nasdaq
1843724,"LanzaTech Global, Inc.",LNZA,Nasdaq
1599298,Summit Therapeutics Inc.,SMMT,Nasdaq
1620280,Uniti Group Inc.,UNIT,Nasdaq
1821159,EVgo Inc.,EVGO,Nasdaq
811596,KAISER ALUMINUM CORP,KALU,Nasdaq
1395937,Syndax Pharmaceuticals Inc,SNDX,Nasdaq
1281895,"ROCKET PHARMACEUTICALS, INC.",RCKT,Nasdaq
1158895,LEMAITRE VASCULAR INC,LMAT,Nasdaq
1842279,OPAL Fuels Inc.,OPAL,Nasdaq
311094,WESTAMERICA BANCORPORATION,WABC,Nasdaq
356171,TRICO BANCSHARES /,TCBK,Nasdaq
799233,HEARTLAND EXPRESS INC,HTLD,Nasdaq
930420,KFORCE INC,KFRC,Nasdaq
1023024,ANI PHARMACEUTICALS INC,ANIP,Nasdaq
1597553,"Sage Therapeutics, Inc.",SAGE,Nasdaq
914156,UFP TECHNOLOGIES INC,UFPT,Nasdaq
1845337,"Day One Biopharmaceuticals, Inc.",DAWN,Nasdaq
1705110,Angi Inc.,ANGI,Nasdaq
1130713,"OVERSTOCK.COM, INC",OSTK,Nasdaq
880117,SANFILIPPO JOHN B & SON INC,JBSS,Nasdaq
1816736,"Disc Medicine, Inc.",IRON,Nasdaq
1848739,GDEV Inc.,GDEV,Nasdaq
792987,ASTEC INDUSTRIES INC,ASTE,Nasdaq
794619,AMERICAN WOODMARK CORP,AMWD,Nasdaq
46250,HAWKINS INC,HWKN,Nasdaq
1371285,"TRUPANION, INC.",TRUP,Nasdaq
1616533,"SMART Global Holdings, Inc.",SGH,Nasdaq
1974640,"Apogee Therapeutics, Inc.",APGE,Nasdaq
1832466,"Alignment Healthcare, Inc.",ALHC,Nasdaq
1468091,VEON Ltd.,VEON,Nasdaq
1128361,HOPE BANCORP INC,HOPE,Nasdaq
82020,UNITED STATES LIME & MINERALS INC,USLM,Nasdaq
896841,"AVID TECHNOLOGY, INC.",AVID,Nasdaq
1625791,Kornit Digital Ltd.,KRNT,Nasdaq
1759783,EHang Holdings Ltd,EH,Nasdaq
703604,"Distribution Solutions Group, Inc.",DSGR,Nasdaq
1831915,"Cytek Biosciences, Inc.",CTKB,Nasdaq
1894562,"Prime Medicine, Inc.",PRME,Nasdaq
1826018,"ROVER GROUP, INC.",ROVR,Nasdaq
886163,LIGAND PHARMACEUTICALS INC,LGND,Nasdaq
851310,HARMONIC INC,HLIT,Nasdaq
1785173,"89bio, Inc.",ETNB,Nasdaq
1040470,AEHR TEST SYSTEMS,AEHR,Nasdaq
1730430,"Kiniksa Pharmaceuticals, Ltd.",KNSA,Nasdaq
1517175,"Chefs' Warehouse, Inc.",CHEF,Nasdaq
1758488,ONESPAWORLD HOLDINGS Ltd,OSW,Nasdaq
1045986,FORMULA SYSTEMS (1985) LTD,FORTY,Nasdaq
314489,FIRST BUSEY CORP /NV/,BUSE,Nasdaq
1172358,"DORCHESTER MINERALS, L.P.",DMLP,Nasdaq
354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,SHEN,Nasdaq
1042074,"CymaBay Therapeutics, Inc.",CBAY,Nasdaq
1084961,ENCORE CAPITAL GROUP INC,ECPG,Nasdaq
1608741,Nuveen NASDAQ 100 Dynamic Overwrite Fund,QQQX,Nasdaq
1590976,"MALIBU BOATS, INC.",MBUU,Nasdaq
719220,S&T BANCORP INC,STBA,Nasdaq
1654151,"Deciphera Pharmaceuticals, Inc.",DCPH,Nasdaq
34782,1ST SOURCE CORP,SRCE,Nasdaq
1737953,"Replimune Group, Inc.",REPL,Nasdaq
854775,DIGI INTERNATIONAL INC,DGII,Nasdaq
1861795,Definitive Healthcare Corp.,DH,Nasdaq
1692412,Playa Hotels & Resorts N.V.,PLYA,Nasdaq
1403431,"Heritage-Crystal Clean, Inc.",HCCI,Nasdaq
708818,"NEXTGEN HEALTHCARE, INC.",NXGN,Nasdaq
1342338,"Himax Technologies, Inc.",HIMX,Nasdaq
1843762,"EQRx, Inc.",EQRX,Nasdaq
6845,"APOGEE ENTERPRISES, INC.",APOG,Nasdaq
1856236,"European Wax Center, Inc.",EWCZ,Nasdaq
1377121,"Protagonist Therapeutics, Inc",PTGX,Nasdaq
1046568,PERDOCEO EDUCATION Corp,PRDO,Nasdaq
1595974,"MAGNITE, INC.",MGNI,Nasdaq
1803696,Adeia Inc.,ADEA,Nasdaq
1872789,Embecta Corp.,EMBC,Nasdaq
1581280,Twist Bioscience Corp,TWST,Nasdaq
910406,HAIN CELESTIAL GROUP INC,HAIN,Nasdaq
1501570,"Veritex Holdings, Inc.",VBTX,Nasdaq
1340243,MorphoSys AG,MOR,Nasdaq
842633,TRIMAS CORP,TRS,Nasdaq
1005229,COLUMBUS MCKINNON CORP,CMCO,Nasdaq
876427,"MONRO, INC.",MNRO,Nasdaq
1357450,"Hollysys Automation Technologies, Ltd.",HOLI,Nasdaq
1789940,"First Watch Restaurant Group, Inc.",FWRG,Nasdaq
70487,NATIONAL RESEARCH CORP,NRC,Nasdaq
1528930,"Franchise Group, Inc.",FRG,Nasdaq
1438533,"Travere Therapeutics, Inc.",TVTX,Nasdaq
1936804,SunCar Technology Group Inc.,SDA,Nasdaq
1172052,SAFETY INSURANCE GROUP INC,SAFT,Nasdaq
1815442,"Kymera Therapeutics, Inc.",KYMR,Nasdaq
1639877,Ferroglobe PLC,GSM,Nasdaq
1770121,"Sana Biotechnology, Inc.",SANA,Nasdaq
1630627,"TREACE MEDICAL CONCEPTS, INC.",TMCI,Nasdaq
1888886,Structure Therapeutics Inc.,GPCR,Nasdaq
1840502,Taboola.com Ltd.,TBLA,Nasdaq
1071255,"GOLDEN ENTERTAINMENT, INC.",GDEN,Nasdaq
1004702,OCEANFIRST FINANCIAL CORP,OCFC,Nasdaq
1674930,"Fulgent Genetics, Inc.",FLGT,Nasdaq
1841925,"indie Semiconductor, Inc.",INDI,Nasdaq
1806201,Open Lending Corp,LPRO,Nasdaq
1111485,"RxSight, Inc.",RXST,Nasdaq
1746473,"PLIANT THERAPEUTICS, INC.",PLRX,Nasdaq
